BibNumber,FirstName,LastName,Gender,Age,Country,City,Time
5712,Hugo,Ramirez,M,27,Portugal,Braga,4:50:06
5713,Isabela,Martinez,F,69,Russia,Saint Petersburg,4:41:54
5714,Kacper,Hernandez,M,20,Finland,Oulu,5:19:08
5715,Elijah,Martinez,M,53,Finland,Vantaa,3:45:03
5716,Henry,Thomas,M,19,Denmark,Copenhagen,5:45:29
5717,Nikolai,Moore,M,42,United Arab Emirates,Ras Al Khaimah,4:03:40
5718,Harry,Gonzalez,M,67,France,Nice,5:27:49
5719,Piotr,Garcia,M,38,South Africa,Johannesburg,3:53:52
5720,Luis,Robinson,M,58,United Arab Emirates,Ras Al Khaimah,5:01:00
5721,Michael,Harris,M,56,United States,Los Angeles,5:28:11
5722,Mia,Kuznetsov,F,53,India,Chennai,3:52:47
5723,Emily,Smith,F,65,Russia,Yekaterinburg,5:05:46
5724,Ivan,Kuznetsov,M,38,Norway,Trondheim,5:49:41
5725,Emma,Ramirez,F,27,United Arab Emirates,Abu Dhabi,5:03:46
5726,Alina,Lopez,F,20,Singapore,Singapore,4:33:27
5727,Sofia,Petrov,F,48,Argentina,Rosario,5:40:20
5728,Daniel,Kuznetsov,M,32,Ukraine,Dnipro,5:11:11
5729,Arthur,Popov,M,68,Poland,Poznan,4:41:40
5730,Alexander,Lewis,M,46,Romania,Timisoara,2:14:15
5731,Chiara,Sanchez,F,60,Ethiopia,Mekelle,2:44:07
5732,Hugo,Rossi,M,19,Kenya,Kisumu,3:27:08
5733,Nikolai,Gonzalez,M,40,Japan,Sapporo,5:20:07
5734,Arthur,Silva,M,23,Germany,Berlin,3:05:19
5735,Robert,Williams,M,53,Argentina,Cordoba,2:07:14
5736,Hugo,Lopez,M,69,United States,New York,2:06:45
5737,Carlos,Gonzalez,M,70,Singapore,Singapore,4:32:29
5738,Maya,White,F,29,Switzerland,Basel,5:26:27
5739,Mateusz,Young,M,26,Kenya,Nakuru,3:17:35
5740,Isabela,Thomas,F,20,France,Nice,3:43:08
5741,Anna,Scott,F,56,Russia,Moscow,2:26:45
5742,Isabella,Petrov,F,59,Australia,Brisbane,5:52:28
5743,Emily,Rossi,F,25,Turkey,Izmir,3:03:49
5744,Zuzanna,Kaczmarek,F,50,United Kingdom,Birmingham,2:41:55
5745,Sofia,Kowalski,F,50,Austria,Innsbruck,5:12:23
5746,Sunita,Smith,F,28,Netherlands,The Hague,4:00:57
5747,Katarzyna,Costa,F,23,Czech Republic,Pilsen,3:18:51
5748,Nikolai,Oliveira,M,41,Singapore,Singapore,2:15:12
5749,Jan,Bianchi,M,37,Germany,Frankfurt,3:11:36
5750,Robert,Clark,M,18,Ethiopia,Gondar,3:35:05
5751,Evelyn,King,F,64,Switzerland,Zurich,4:27:27
5752,Michael,Rossi,M,27,Australia,Melbourne,5:04:23
5753,Benjamin,Gomes,M,33,South Korea,Busan,4:27:51
5754,Mia,Lopez,F,24,Austria,Innsbruck,5:20:00
5755,Sophia,Brown,F,62,Romania,Constanta,4:53:29
5756,Lucas,Oliveira,M,67,Mexico,Mexico City,5:22:40
5757,Kacper,Williams,M,49,Hungary,Pecs,3:48:14
5758,María,Ivanov,F,50,Argentina,Buenos Aires,5:30:46
5759,Hannah,Miller,F,58,Denmark,Aarhus,3:51:53
5760,Henry,Walker,M,24,Austria,Salzburg,2:08:31
5761,Evelyn,Davis,F,28,United States,San Francisco,5:50:14
5762,Luis,Smith,M,61,South Korea,Seoul,4:01:20
5763,David,Martinez,M,53,Mexico,Cancun,4:49:42
5764,Camila,Hernandez,F,63,Japan,Nagoya,5:20:50
5765,Jakub,Romano,M,50,Romania,Constanta,5:36:05
5766,Oleg,Novak,M,56,Canada,Ottawa,3:41:31
5767,Giovanni,Gomes,M,53,France,Nice,5:17:05
5768,Piotr,Thompson,M,64,Canada,Ottawa,5:54:38
5769,Camila,Rossi,F,48,Ethiopia,Addis Ababa,4:43:01
5770,Santiago,Nguyen,M,56,South Korea,Incheon,3:39:05
5771,Ava,Kuznetsov,F,34,Turkey,Izmir,2:33:24
5772,Isabella,Murphy,F,27,Mexico,Monterrey,3:33:59
5773,Noah,Ferrari,M,66,United Arab Emirates,Sharjah,5:57:58
5774,Alexander,Torres,M,44,Russia,Moscow,3:25:31
5775,Abigail,Robinson,F,45,Switzerland,Geneva,5:54:30
5776,Alina,Smirnov,F,64,Kenya,Kisumu,2:33:34
5777,Katarzyna,Popov,F,49,South Korea,Busan,2:59:25
5778,Isabella,Sanchez,F,42,Singapore,Singapore,2:13:56
5779,Arthur,Lopez,M,59,Hungary,Debrecen,5:48:59
5780,Piotr,Brown,M,60,Hungary,Pecs,3:43:13
5781,Ingrid,Allen,F,59,Mexico,Cancun,3:17:43
5782,Oliver,Nowak,M,42,Spain,Bilbao,4:23:47
5783,Jan,Silva,M,53,Italy,Naples,4:27:57
5784,William,Smirnov,M,68,Argentina,La Plata,5:36:06
5785,Thomas,Harris,M,58,India,Hyderabad,4:38:39
5786,Hugo,Robinson,M,36,Slovakia,Presov,4:59:36
5787,James,Popov,M,61,Switzerland,Zurich,2:56:47
5788,Magdalena,Sanchez,F,36,Norway,Tromso,3:09:27
5789,Sofia,Sanchez,F,32,Canada,Montreal,3:21:45
5790,Hannah,Scott,F,54,Singapore,Singapore,3:26:07
5791,Katarzyna,Lee,F,49,Norway,Stavanger,2:12:12
5792,Jan,Thomas,M,25,Mexico,Guadalajara,4:05:48
5793,Mikhail,Romano,M,37,Mexico,Monterrey,3:59:23
5794,Lucas,Allen,M,70,Mexico,Monterrey,5:28:23
5795,Oliver,Wiśniewski,M,45,Finland,Helsinki,5:09:08
5796,Yuki,Wright,F,33,Hungary,Pecs,4:46:48
5797,Michael,Gomes,M,41,Denmark,Aarhus,5:49:24
5798,Mia,Popov,F,38,Sweden,Vasteras,3:09:13
5799,Amelia,Gomes,F,61,Norway,Stavanger,4:40:23
5800,Charlotte,Lewis,F,59,South Korea,Daegu,3:00:54
5801,John,Costa,M,20,Ethiopia,Gondar,3:02:50
5802,Camila,Scott,F,23,Japan,Tokyo,2:32:32
5803,Alina,Walker,F,18,Russia,Novosibirsk,2:29:12
5804,Ivan,Lee,M,31,Switzerland,Geneva,3:12:04
5805,Hugo,Jackson,M,21,South Africa,Port Elizabeth,5:42:58
5806,Jack,Kaczmarek,M,46,Denmark,Aarhus,2:43:55
5807,Katarzyna,Perez,F,22,India,Bangalore,4:13:06
5808,Thomas,Rossi,M,30,China,Shanghai,5:48:20
5809,Daniel,Ferrari,M,57,Turkey,Bursa,4:09:27
5810,Maya,Kuznetsov,F,59,Austria,Linz,5:22:15
5811,Michael,Thompson,M,26,Japan,Nagoya,4:12:40
5812,Piotr,Wiśniewski,M,36,France,Bordeaux,4:49:22
5813,Ivan,Harris,M,55,Argentina,Cordoba,4:07:16
5814,Olivia,Perez,F,22,Ukraine,Odesa,4:23:40
5815,Mia,Torres,F,53,Austria,Vienna,3:30:11
5816,Katarzyna,Smith,F,49,China,Shanghai,4:48:45
5817,Lucia,Rossi,F,34,Romania,Constanta,3:33:26
5818,Jan,Rodriguez,M,29,Switzerland,Basel,3:02:34
5819,Emma,Thomas,F,61,Spain,Madrid,3:35:10
5820,Charlotte,Bianchi,F,54,Slovakia,Bratislava,5:45:45
5821,Megan,Wiśniewski,F,48,Poland,Wroclaw,2:16:37
5822,Megan,Gomes,F,23,Australia,Melbourne,5:01:01
5823,Robert,Nowak,M,40,Slovakia,Bratislava,5:06:28
5824,Isabela,Popov,F,25,Israel,Haifa,4:48:45
5825,Ingrid,Martinez,F,69,Canada,Montreal,4:06:41
5826,María,Kowalczyk,F,62,France,Marseille,2:20:07
5827,Jakub,Davis,M,48,Russia,Moscow,3:10:17
5828,Jack,Lewis,M,30,Sweden,Uppsala,5:56:49
5829,Piotr,Young,M,23,Spain,Barcelona,3:50:26
5830,Hannah,Lopez,F,56,Israel,Jerusalem,5:37:27
5831,Abigail,Santos,F,34,Australia,Melbourne,4:35:05
5832,Santiago,Clark,M,19,Ethiopia,Dire Dawa,3:38:19
5833,Oliver,Williams,M,37,Switzerland,Basel,2:12:46
5834,Ava,Martinez,F,24,India,Hyderabad,4:14:35
5835,Daria,Oliveira,F,53,Poland,Poznan,5:16:53
5836,Alexander,Costa,M,44,Mexico,Puebla,2:18:41
5837,Mateo,Johnson,M,47,Australia,Brisbane,4:17:52
5838,Emily,Jackson,F,38,Sweden,Stockholm,5:01:26
5839,Megan,Walker,F,43,Mexico,Guadalajara,4:30:34
5840,Lucas,Murphy,M,25,Argentina,La Plata,2:50:12
5841,Maria,Jones,F,34,Denmark,Esbjerg,3:08:45
5842,Alexander,Robinson,M,38,Portugal,Braga,5:31:16
5843,Anna,Romano,F,63,Switzerland,Lausanne,4:27:32
5844,María,Kowalczyk,F,42,Kenya,Nakuru,5:46:40
5845,Maya,Kowalczyk,F,56,Russia,Saint Petersburg,2:47:11
5846,Lorenzo,Gomes,M,39,Ukraine,Kharkiv,5:05:18
5847,David,Romano,M,25,Romania,Bucharest,2:46:52
5848,Olivia,Kowalski,F,57,Russia,Kazan,5:48:26
5849,Noah,Romano,M,54,Netherlands,Utrecht,4:10:26
5850,Sophia,Smith,F,38,Hungary,Szeged,5:46:48
5851,María,Lopez,F,25,Israel,Haifa,3:43:09
5852,Valentina,Taylor,F,56,Singapore,Singapore,3:41:24
5853,Anna,Moore,F,38,South Africa,Durban,4:27:18
5854,George,Jones,M,55,Czech Republic,Prague,4:48:37
5855,Yuki,Novak,F,59,South Africa,Durban,4:34:29
5856,Oliver,Clark,M,41,Austria,Graz,4:18:30
5857,Julia,Rossi,F,24,Brazil,Rio de Janeiro,3:12:38
5858,Chiara,Melo,F,23,China,Shenzhen,3:49:54
5859,Abigail,Wiśniewski,F,42,Australia,Brisbane,4:26:25
5860,Oliver,Taylor,M,70,France,Marseille,5:49:11
5861,Olivia,Clark,F,29,Italy,Milan,2:28:23
5862,Nikolai,Clark,M,24,Mexico,Monterrey,2:26:22
5863,Yuki,Petrov,F,59,Sweden,Vasteras,4:57:26
5864,Lucia,Novak,F,23,United Arab Emirates,Abu Dhabi,2:40:53
5865,Elijah,Ramirez,M,20,Switzerland,Basel,4:01:59
5866,Maria,Nguyen,F,65,United Arab Emirates,Abu Dhabi,2:16:03
5867,Daria,Melo,F,25,Brazil,Fortaleza,5:38:10
5868,Oliver,Clark,M,18,China,Shenzhen,3:16:54
5869,Maria,Rossi,F,65,Singapore,Singapore,5:16:12
5870,Alina,Johnson,F,65,South Korea,Busan,4:30:37
5871,Elijah,Thomas,M,29,China,Beijing,2:53:19
5872,Elijah,Lee,M,28,Denmark,Aarhus,3:51:26
5873,David,Davis,M,18,Brazil,Brasilia,5:16:34
5874,Sofia,Torres,F,63,Turkey,Izmir,4:08:59
5875,Arthur,Rodriguez,M,26,Turkey,Antalya,2:40:11
5876,Giovanni,Kuznetsov,M,30,Brazil,Sao Paulo,3:35:43
5877,Noah,Williams,M,44,United States,San Francisco,4:37:31
5878,Evelyn,Murphy,F,61,Denmark,Odense,2:54:10
5879,Lucas,Smith,M,63,South Africa,Johannesburg,4:56:01
5880,Alexander,Davis,M,48,Kenya,Nakuru,4:28:53
5881,Mateusz,Torres,M,43,China,Guangzhou,2:38:15
5882,Liam,Torres,M,34,Japan,Tokyo,3:18:11
5883,Valentina,Allen,F,55,Romania,Timisoara,4:30:21
5884,Jan,Harris,M,21,United Arab Emirates,Ajman,3:46:22
5885,Chiara,Harris,F,58,Spain,Bilbao,4:40:13
5886,Jakub,Petrov,M,28,China,Chengdu,3:34:05
5887,Isabela,Martin,F,68,Switzerland,Zurich,3:07:44
5888,Henry,Smirnov,M,35,Ethiopia,Addis Ababa,2:14:07
5889,Lucia,Davis,F,26,Poland,Krakow,3:29:04
5890,Ekaterina,Miller,F,67,Austria,Graz,2:36:45
5891,Sara,Wiśniewski,F,56,Austria,Salzburg,2:26:57
5892,Henry,Murphy,M,70,United States,New York,4:05:19
5893,William,Wilson,M,54,Czech Republic,Prague,5:37:03
5894,Mateusz,Costa,M,26,Ukraine,Dnipro,4:52:25
5895,Benjamin,Robinson,M,49,Ukraine,Dnipro,4:45:18
5896,Evelyn,Popov,F,60,Finland,Helsinki,2:37:15
5897,George,Kaczmarek,M,19,Argentina,Cordoba,4:42:48
5898,Mia,Lewis,F,54,Portugal,Faro,2:12:02
5899,Santiago,Rossi,M,58,Turkey,Izmir,3:44:29
5900,Charlotte,Nguyen,F,47,Denmark,Esbjerg,4:54:29
5901,Mia,Gomes,F,65,Argentina,Cordoba,2:39:36
5902,Kacper,Smirnov,M,29,Norway,Oslo,5:05:43
5903,Jan,Bianchi,M,49,Czech Republic,Ostrava,5:39:10
5904,Marco,Bianchi,M,69,Finland,Helsinki,2:17:29
5905,Kacper,Torres,M,53,Denmark,Odense,4:16:28
5906,Santiago,Perez,M,56,India,Chennai,2:52:46
5907,Valentina,Harris,F,42,Switzerland,Bern,5:28:57
5908,Maya,Lewis,F,52,Italy,Bologna,5:57:45
5909,Lucia,Popov,F,61,Argentina,Rosario,2:17:53
5910,Maria,Nguyen,F,63,United States,Chicago,2:20:58
5911,Daria,Costa,F,45,Denmark,Esbjerg,3:03:56
5912,Kacper,Lewis,M,42,South Africa,Cape Town,5:44:57
5913,Alexander,Lopez,M,25,United Kingdom,Manchester,4:30:31
5914,Mateusz,Martinez,M,44,Czech Republic,Pilsen,2:38:07
5915,William,Lopez,M,26,Mexico,Mexico City,5:12:30
5916,Ingrid,Wilson,F,45,China,Beijing,3:00:45
5917,Thomas,Lee,M,31,Austria,Linz,4:39:43
5918,Arthur,Davis,M,23,Kenya,Nakuru,2:26:55
5919,Isabella,Lopez,F,37,Czech Republic,Olomouc,3:40:03
5920,Mateo,Moore,M,62,South Korea,Incheon,2:44:22
5921,Maria,Jones,F,31,Kenya,Nakuru,4:00:45
5922,Katarzyna,Jackson,F,54,India,Mumbai,4:17:04
5923,Daria,Jones,F,32,Kenya,Eldoret,4:37:35
5924,Lucas,Gomes,M,39,Sweden,Vasteras,4:33:24
5925,Michael,Perez,M,27,Canada,Vancouver,4:13:49
5926,Isabella,Ramirez,F,47,Spain,Bilbao,5:21:54
5927,Kacper,Robinson,M,24,Finland,Tampere,4:23:43
5928,Yuki,White,F,67,Spain,Valencia,2:31:15
5929,Mikhail,Brown,M,19,Austria,Vienna,3:17:58
5930,Katarzyna,Wilson,F,41,United States,Chicago,5:09:21
5931,Lucas,Silva,M,59,Hungary,Budapest,2:42:05
5932,Olivia,White,F,35,Brazil,Brasilia,3:33:19
5933,Luis,Oliveira,M,46,Turkey,Bursa,2:12:26
5934,Oleg,Silva,M,24,South Korea,Busan,2:54:14
5935,Sophia,Wiśniewski,F,46,Norway,Oslo,2:28:37
5936,Noah,Hernandez,M,26,Hungary,Budapest,5:26:42
5937,Jakub,Popov,M,25,Austria,Salzburg,4:25:17
5938,Lucas,Santos,M,38,Switzerland,Geneva,2:35:10
5939,Emily,Gomes,F,70,Denmark,Aalborg,5:04:08
5940,Giulia,Martin,F,67,Sweden,Stockholm,4:08:58
5941,Jakub,White,M,44,Kenya,Mombasa,3:56:42
5942,Olivia,Romano,F,20,Sweden,Stockholm,3:42:56
5943,Isabela,Harris,F,27,Austria,Salzburg,2:19:18
5944,Lucas,King,M,25,Romania,Iasi,2:29:49
5945,Oliver,Clark,M,31,South Korea,Busan,2:39:28
5946,Luis,Nguyen,M,69,Romania,Bucharest,3:23:45
5947,Ava,Walker,F,62,Brazil,Rio de Janeiro,4:34:53
5948,Nikolai,Harris,M,34,Slovakia,Nitra,3:30:46
5949,Carlos,Johnson,M,42,India,Mumbai,5:49:45
5950,Arthur,Walker,M,50,Mexico,Guadalajara,3:50:35
5951,Alexander,Perez,M,35,Poland,Gdansk,2:46:12
5952,Kacper,Jackson,M,30,Ethiopia,Addis Ababa,5:47:13
5953,Sofia,Harris,F,66,Slovakia,Zilina,4:02:22
5954,Abigail,Williams,F,18,France,Paris,4:08:36
5955,Chiara,Popov,F,70,Mexico,Cancun,2:28:47
5956,William,Robinson,M,33,United States,Boston,4:14:09
5957,Ingrid,Petrov,F,34,Spain,Madrid,2:15:50
5958,Isabela,Wright,F,35,Argentina,Mendoza,2:55:21
5959,Lucas,Miller,M,25,Sweden,Stockholm,2:48:25
5960,Liam,Martinez,M,44,Slovakia,Bratislava,2:47:09
5961,Yuki,Popov,F,57,China,Beijing,5:55:37
5962,Jakub,Petrov,M,55,Sweden,Malmo,5:37:07
5963,Ivan,Moore,M,21,Portugal,Faro,3:23:14
5964,James,Thomas,M,54,Australia,Adelaide,4:35:19
5965,Magdalena,King,F,64,South Africa,Cape Town,5:49:26
5966,Mateusz,Bianchi,M,35,Czech Republic,Pilsen,5:20:12
5967,George,Thompson,M,40,United States,New York,4:55:51
5968,Pedro,White,M,52,Ethiopia,Gondar,5:18:42
5969,Nikolai,Popov,M,47,Austria,Vienna,4:30:42
5970,Pedro,Costa,M,56,Romania,Cluj-Napoca,5:07:01
5971,Hugo,Young,M,33,Germany,Frankfurt,4:07:34
5972,Hannah,Taylor,F,52,Finland,Oulu,4:08:08
5973,Mia,Thomas,F,66,Italy,Rome,5:06:35
5974,Maya,Smirnov,F,37,Japan,Osaka,5:08:03
5975,Abigail,Gomes,F,42,Argentina,Rosario,3:15:52
5976,Jakub,Harris,M,50,Hungary,Debrecen,3:15:08
5977,Jakub,Hernandez,M,21,United Arab Emirates,Abu Dhabi,2:10:33
5978,Magdalena,Walker,F,51,Austria,Innsbruck,5:00:02
5979,Piotr,Allen,M,57,Germany,Frankfurt,3:34:48
5980,Camila,Popov,F,69,Romania,Constanta,5:45:01
5981,Kacper,Moore,M,57,Austria,Vienna,5:22:46
5982,Santiago,Clark,M,65,Sweden,Uppsala,5:17:22
5983,Camila,Bianchi,F,54,Turkey,Izmir,4:23:09
5984,Julia,Kowalski,F,62,Slovakia,Zilina,2:56:17
5985,Arthur,Costa,M,30,Italy,Milan,2:57:22
5986,Sara,King,F,25,Finland,Helsinki,2:40:00
5987,Pedro,Davis,M,56,France,Bordeaux,5:56:39
5988,Olivia,Petrov,F,19,Finland,Helsinki,2:12:08
5989,Oliver,Martin,M,54,Denmark,Copenhagen,4:00:04
5990,Luis,Gomes,M,53,Switzerland,Geneva,2:38:39
5991,Daniel,Lee,M,40,Portugal,Porto,2:11:41
5992,Benjamin,Garcia,M,57,India,Mumbai,5:40:00
5993,Katarzyna,Oliveira,F,68,Australia,Perth,2:57:39
5994,Anna,Garcia,F,55,China,Shanghai,5:31:01
5995,William,Nowak,M,61,South Africa,Port Elizabeth,4:03:31
5996,Olivia,Miller,F,34,Norway,Trondheim,4:43:17
5997,Lucia,Rossi,F,37,South Africa,Cape Town,4:42:48
5998,Ivan,Johnson,M,29,Netherlands,Rotterdam,3:35:35
5999,David,Novak,M,64,Slovakia,Bratislava,5:55:24
6000,George,Lopez,M,47,Argentina,Mendoza,2:35:34
6001,Jan,Davis,M,59,Ukraine,Odesa,4:02:50
6002,Julia,Martinez,F,24,Russia,Saint Petersburg,3:07:53
6003,Evelyn,Ivanov,F,20,United Kingdom,London,3:43:49
6004,Isabella,Bianchi,F,19,Ethiopia,Bahir Dar,4:27:09
6005,Lucas,Rodriguez,M,63,China,Shenzhen,4:30:03
6006,Abigail,Perez,F,65,South Korea,Busan,4:23:16
6007,Valentina,Kaczmarek,F,40,Israel,Haifa,2:47:29
6008,David,Kaczmarek,M,67,China,Beijing,4:25:58
6009,Sophia,Miller,F,29,United Arab Emirates,Abu Dhabi,5:45:04
6010,Oleg,Johnson,M,60,Romania,Bucharest,3:48:11
6011,Giovanni,Lewis,M,60,United Arab Emirates,Ras Al Khaimah,4:02:11
6012,Sophia,Oliveira,F,62,Argentina,Rosario,4:45:33
6013,Katarzyna,Thompson,F,48,Russia,Novosibirsk,3:28:01
6014,Katarzyna,Popov,F,41,India,Hyderabad,2:49:08
6015,Olivia,Costa,F,56,South Korea,Daegu,3:04:58
6016,Ivan,Costa,M,55,Australia,Brisbane,3:57:26
6017,Julia,Nguyen,F,52,Czech Republic,Ostrava,4:13:12
6018,Ingrid,Miller,F,34,Israel,Beer Sheva,5:24:15
6019,George,Sanchez,M,35,Brazil,Brasilia,5:01:03
6020,Jakub,Jones,M,33,Finland,Tampere,5:50:01
6021,David,Walker,M,66,Russia,Yekaterinburg,5:55:40
6022,Maya,Perez,F,29,Japan,Sapporo,2:50:54
6023,Julia,Taylor,F,60,Russia,Saint Petersburg,2:45:55
6024,Benjamin,Jones,M,53,Kenya,Eldoret,5:29:05
6025,Kacper,Robinson,M,50,Australia,Perth,4:22:49
6026,Mia,Harris,F,33,Australia,Melbourne,2:28:37
6027,Chiara,Johnson,F,19,Netherlands,Eindhoven,5:23:05
6028,Lucas,Lee,M,44,Ethiopia,Bahir Dar,5:02:26
6029,Mia,Hernandez,F,31,Hungary,Pecs,2:23:47
6030,Nikolai,Smirnov,M,68,Mexico,Guadalajara,2:44:09
6031,Laura,Ferrari,F,63,Finland,Oulu,2:48:53
6032,Oleg,Kowalski,M,25,Portugal,Coimbra,3:54:39
6033,Anna,Allen,F,63,China,Beijing,3:07:43
6034,Santiago,Allen,M,47,Switzerland,Basel,5:02:36
6035,Sophia,Hernandez,F,59,Brazil,Sao Paulo,3:00:42
6036,Thomas,Wright,M,52,Hungary,Budapest,2:35:59
6037,Sophia,Hernandez,F,48,United Kingdom,Glasgow,4:12:45
6038,Alina,Santos,F,36,Spain,Madrid,2:27:39
6039,Ivan,King,M,50,Kenya,Mombasa,5:17:25
6040,Daniel,Johnson,M,24,Spain,Bilbao,5:41:35
6041,Sophia,Thomas,F,37,Brazil,Rio de Janeiro,3:24:01
6042,Giovanni,Robinson,M,43,Kenya,Kisumu,4:24:33
6043,Evelyn,Williams,F,55,Germany,Hamburg,4:51:01
6044,Valentina,Clark,F,45,United Kingdom,London,4:59:45
6045,Carlos,Petrov,M,23,Turkey,Antalya,5:40:51
6046,Jakub,Young,M,24,Hungary,Szeged,5:25:55
6047,Oliver,Hernandez,M,28,Singapore,Singapore,2:05:00
6048,Mateusz,Hernandez,M,68,Austria,Vienna,2:40:03
6049,Anna,Wilson,F,58,Slovakia,Kosice,3:57:59
6050,Katarzyna,Gonzalez,F,63,Italy,Bologna,5:47:38
6051,Mia,Popov,F,26,Netherlands,Amsterdam,3:03:12
6052,Daria,Jackson,F,43,France,Marseille,3:45:01
6053,Sunita,Perez,F,66,Norway,Tromso,4:53:52
6054,Magdalena,Costa,F,24,Norway,Bergen,2:51:52
6055,Marco,Nguyen,M,45,Brazil,Sao Paulo,3:39:29
6056,Mateusz,Wilson,M,69,Norway,Oslo,3:51:58
6057,Benjamin,Torres,M,28,Italy,Rome,3:43:31
6058,John,Martinez,M,42,France,Nice,3:06:12
6059,Noah,Robinson,M,35,Argentina,Buenos Aires,3:59:09
6060,Daria,Kuznetsov,F,20,Czech Republic,Ostrava,5:57:25
6061,Noah,Nowak,M,23,Romania,Iasi,4:30:58
6062,Isabela,Murphy,F,64,Canada,Calgary,4:02:04
6063,Marco,Perez,M,65,India,Mumbai,3:29:46
6064,Kacper,Nguyen,M,31,Ethiopia,Gondar,3:17:43
6065,David,Taylor,M,30,Canada,Montreal,2:16:59
6066,Marco,Ivanov,M,35,Canada,Calgary,4:13:57
6067,Olga,Kowalczyk,F,24,Slovakia,Bratislava,2:41:19
6068,Anna,Novak,F,47,Australia,Melbourne,3:06:53
6069,Lucas,Lee,M,64,China,Guangzhou,3:06:11
6070,Harry,Oliveira,M,50,Australia,Sydney,2:29:32
6071,Santiago,Williams,M,29,Switzerland,Basel,5:19:12
6072,Magdalena,Smith,F,51,Israel,Tel Aviv,2:15:39
6073,Alina,Ferrari,F,35,South Africa,Johannesburg,5:38:26
6074,Sunita,Lewis,F,24,China,Beijing,3:09:18
6075,Santiago,Robinson,M,56,Norway,Bergen,4:08:11
6076,Alina,Wright,F,56,Spain,Bilbao,3:13:40
6077,Amelia,Murphy,F,59,Romania,Iasi,2:56:31
6078,Marco,Robinson,M,64,United Arab Emirates,Dubai,4:16:59
6079,Lucas,Wright,M,69,South Korea,Daejeon,5:06:33
6080,Lorenzo,Harris,M,31,India,Bangalore,3:50:07
6081,Lorenzo,King,M,30,South Korea,Seoul,5:02:03
6082,Mateo,Kowalczyk,M,33,Ethiopia,Dire Dawa,4:15:56
6083,Alexander,Taylor,M,50,Ukraine,Dnipro,3:41:49
6084,Ekaterina,Costa,F,66,Germany,Berlin,5:08:12
6085,Ivan,Perez,M,31,Israel,Jerusalem,4:20:07
6086,Alina,Rossi,F,40,France,Lyon,4:05:38
6087,Ingrid,Perez,F,35,United Kingdom,Manchester,5:03:44
6088,Julia,Miller,F,32,Argentina,La Plata,5:42:09
6089,Liam,Lewis,M,65,France,Paris,4:41:17
6090,Valentina,Murphy,F,51,Italy,Turin,2:18:49
6091,Liam,Wilson,M,64,India,Delhi,3:06:02
6092,William,Sanchez,M,31,Spain,Madrid,5:59:31
6093,Ingrid,Martin,F,31,Denmark,Aarhus,4:27:05
6094,Isabela,Robinson,F,26,Japan,Kyoto,2:21:22
6095,Giovanni,Thomas,M,29,United States,San Francisco,2:51:19
6096,Giulia,Walker,F,31,Poland,Gdansk,2:06:32
6097,Santiago,Harris,M,66,Switzerland,Geneva,2:53:24
6098,Camila,Kuznetsov,F,54,Russia,Saint Petersburg,5:43:12
6099,Maya,Lopez,F,36,Brazil,Fortaleza,4:14:18
6100,Jan,Jackson,M,24,Spain,Seville,3:01:04
6101,Isabela,Clark,F,63,Mexico,Puebla,5:58:34
6102,Alexander,Wright,M,46,Australia,Melbourne,5:44:02
6103,Mateo,Williams,M,45,Spain,Valencia,4:56:21
6104,Liam,Anderson,M,33,Brazil,Brasilia,4:35:56
6105,Megan,Martinez,F,44,Austria,Vienna,3:00:31
6106,María,Lee,F,55,Portugal,Lisbon,3:07:28
6107,Zuzanna,Taylor,F,23,China,Guangzhou,4:51:20
6108,Anna,Harris,F,56,Mexico,Monterrey,4:15:52
6109,Camila,Lopez,F,30,China,Shenzhen,2:34:53
6110,Jack,Rossi,M,21,China,Shanghai,5:57:11
6111,Ekaterina,Ferrari,F,38,Switzerland,Geneva,5:56:58
6112,María,White,F,61,Czech Republic,Ostrava,5:39:54
6113,Mia,Lewis,F,22,South Korea,Incheon,4:36:43
6114,Mia,Kowalski,F,23,Mexico,Puebla,3:49:50
6115,Lucia,Moore,F,57,India,Chennai,2:18:22
6116,Ekaterina,Martinez,F,53,Switzerland,Basel,2:07:20
6117,Charlotte,Smith,F,54,South Africa,Johannesburg,5:13:54
6118,Liam,Harris,M,53,Japan,Kyoto,4:15:27
6119,William,Rossi,M,19,Brazil,Salvador,3:40:35
6120,Valentina,Oliveira,F,64,Spain,Bilbao,5:24:48
6121,Thomas,Sanchez,M,54,Russia,Saint Petersburg,5:33:35
6122,James,Kaczmarek,M,56,China,Guangzhou,4:15:54
6123,Laura,Rossi,F,58,South Africa,Cape Town,4:54:11
6124,Mikhail,Kowalski,M,42,Russia,Saint Petersburg,3:19:38
6125,Abigail,Moore,F,25,Ethiopia,Mekelle,5:50:14
6126,Alina,Wiśniewski,F,69,Portugal,Faro,3:05:42
6127,Valentina,Ivanov,F,39,Portugal,Lisbon,5:22:22
6128,Anna,Silva,F,63,South Africa,Johannesburg,2:28:54
6129,Piotr,Nowak,M,68,Romania,Bucharest,3:38:28
6130,Magdalena,Gomes,F,30,Spain,Barcelona,2:56:08
6131,Lucas,Wright,M,26,Brazil,Salvador,4:48:39
6132,Katarzyna,Scott,F,54,Singapore,Singapore,3:25:58
6133,Olivia,Miller,F,39,Russia,Kazan,2:56:36
6134,Alexander,Smith,M,70,Argentina,La Plata,5:30:48
